user,paymentMethod,taxPrice,shippingPrice,totalPrice,isPaid,paidAt,isDelivered,createdAt,status,orderStatus,customerType,_id
18,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,38494.00,0,,0,2021-09-04 12:25:40,Pending Payment,Cancel,Ordinary,230
18,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,324.00,0,,0,2021-09-04 12:24:06,Pending Payment,Cancel,Ordinary,229
18,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,324.00,0,,0,2021-09-04 12:23:17,Pending Payment,Cancel,Ordinary,228
18,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,38494.00,0,,0,2021-09-04 12:14:43,Pending Payment,Cancel,Ordinary,227
18,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,324.00,0,,0,2021-09-04 12:12:22,Pending Payment,Cancel,Ordinary,226
18,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,38494.00,0,,0,2021-09-04 12:11:27,Pending Payment,Cancel,Ordinary,225
18,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,38494.00,0,,0,2021-09-04 12:00:29,Pending Payment,Cancel,Ordinary,224
18,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,38494.00,0,,0,2021-09-04 11:46:35,Pending Payment,Cancel,Ordinary,223
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,440.70,0,,0,2021-09-04 11:45:51,Pending Payment,Cancel,Ordinary,222
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,11343.50,0,,0,2021-09-04 11:24:15,Pending Payment,Cancel,Ordinary,221
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,38494.00,0,,0,2021-09-04 11:17:40,Pending Payment,Cancel,Ordinary,220
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,324.00,0,,0,2021-09-04 11:13:33,Pending Payment,Cancel,Ordinary,219
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,440.70,0,,0,2021-09-04 11:10:18,Pending Payment,Cancel,Ordinary,218
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,324.00,0,,0,2021-09-04 11:01:46,Pending Payment,Cancel,Ordinary,217
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,324.00,0,,0,2021-09-04 10:58:08,Pending Payment,Cancel,Ordinary,216
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,327.00,0,,0,2021-09-04 10:33:15,Pending Payment,Cancel,Ordinary,215
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,327.00,0,,0,2021-09-04 10:32:13,Pending Payment,Cancel,Ordinary,214
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,11343.50,0,,0,2021-09-04 09:56:28,Pending Payment,Cancel,Ordinary,213
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,11343.50,0,,0,2021-09-04 09:55:46,Pending Payment,Cancel,Ordinary,212
17,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,11343.50,0,,0,2021-09-04 09:54:37,Pending Payment,Cancel,Ordinary,211
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,394.71,0,,0,2021-09-02 13:25:49,Pending Payment,Cancel,Ordinary,210
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,385.40,0,,0,2021-09-02 13:24:46,Pending Payment,Cancel,Ordinary,209
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,327.00,0,,0,2021-09-02 13:22:42,Pending Payment,Cancel,Ordinary,208
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,11343.50,0,,0,2021-09-02 13:21:02,Pending Payment,Cancel,Ordinary,207
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,38494.00,0,,0,2021-09-02 13:20:10,Pending Payment,Cancel,Ordinary,206
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,38494.00,0,,0,2021-09-02 13:19:17,Pending Payment,Cancel,Ordinary,205
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,394.71,0,,0,2021-09-02 13:18:09,Pending Payment,Cancel,Ordinary,204
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,394.71,0,,0,2021-09-02 13:17:41,Pending Payment,Cancel,Ordinary,203
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,394.71,0,,0,2021-09-02 13:17:09,Pending Payment,Cancel,Ordinary,202
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,394.71,0,,0,2021-09-02 13:16:54,Pending Payment,Cancel,Ordinary,201
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,330.80,0,,0,2021-09-02 13:15:10,Pending Payment,Cancel,Ordinary,200
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,600.00,3213.27,0,,0,2021-09-02 13:14:03,Pending Payment,Cancel,Ordinary,199
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,2816.10,0,,0,2021-09-02 13:05:39,Pending Payment,Cancel,Ordinary,198
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,324.00,0,,0,2021-09-02 13:04:20,Pending Payment,Cancel,Ordinary,197
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,385.40,0,,0,2021-09-02 13:03:24,Pending Payment,Cancel,Ordinary,196
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,38494.00,0,,0,2021-09-02 12:58:15,Pending Payment,Cancel,Ordinary,195
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,38494.00,0,,0,2021-09-02 12:57:02,Pending Payment,Cancel,Ordinary,194
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,2816.10,0,,0,2021-09-02 12:56:06,Pending Payment,Cancel,Ordinary,193
7,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,440.70,0,,0,2021-09-02 12:55:08,Pending Payment,Cancel,Ordinary,192
15,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,38494.00,0,,0,2021-09-02 12:46:14,Pending Payment,Cancel,Ordinary,191
15,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,38494.00,0,,0,2021-09-02 12:45:58,Pending Payment,Cancel,Ordinary,190
15,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,38494.00,0,,0,2021-09-02 12:45:52,Pending Payment,Cancel,Ordinary,189
15,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,38494.00,0,,0,2021-09-02 12:45:40,Pending Payment,Cancel,Ordinary,188
15,"Bank Deposite, Fund Transfer (Online/Offline Payment)",0.00,300.00,2816.10,0,,0,2021-09-02 12:44:18,Pending Payment,Cancel,Ordinary,187
